rating;lat;lon;commune
4.5;-33.41993148;-70.60728429;Providencia
4.5;-33.42557131;-70.61839589;Providencia
4.5;-33.40261237;-70.56971378;Las Condes
4.5;-33.42785191;-70.61859533;Providencia
4.5;-33.41318408;-70.58123433;Las Condes
4.5;-33.44770934;-70.62331772;Providencia
4;-33.43978114;-70.65163707;Santiago
4;-33.43907464;-70.64119521;Santiago
4.5;-33.43354;-70.65019;Santiago
4;-33.42293937;-70.61222083;Providencia
4;-33.41640251;-70.60702322;Providencia
4;-33.44532869;-70.66937399;Santiago
3.5;-33.40364986;-70.5874481;Vitacura
5;-33.4459743;-70.66939574;Santiago
4.5;-33.43924095;-70.66479776;Santiago
4;-33.42139738;-70.61019892;Providencia
4;-33.40198478;-70.58031542;Las Condes
4.5;-33.45478929;-70.6234643;Ñuñoa
3.5;-33.41613022;-70.60424441;Las Condes
3.5;-33.42409692;-70.61115477;Providencia
4;-33.44632277;-70.62552357;Providencia
4;-33.44715496;-70.62853101;Providencia
4;-33.41426362;-70.59851464;Las Condes
3;-33.43925904;-70.66477136;Santiago
4.5;-33.42912975;-70.6435572;Recoleta
4;-33.38683307;-70.56487601;Vitacura
4.5;-33.4364273;-70.65408862;Santiago
3.5;-33.39963;-70.57628084;Vitacura
4;-33.4402242;-70.61538278;Providencia
4;-33.4068034;-70.59914939;Vitacura
4.5;-33.43694313;-70.63722854;Santiago
3.5;-33.38637463;-70.56405554;Vitacura
3.5;-33.42061404;-70.61087778;Providencia
4.5;-33.41426362;-70.59851464;Las Condes
4;-33.38897253;-70.54572948;Las Condes
4;-33.44455716;-70.66792162;Santiago
4;-33.44011276;-70.65639343;Santiago
4.5;-33.4408475;-70.65085588;Santiago
3.5;-33.43402628;-70.63450629;Providencia
4.5;-33.403293;-70.5962205;Vitacura
3.5;-33.42561413;-70.59207882;Providencia
5;-33.4338516;-70.58423758;Providencia
3.5;-33.40198478;-70.58031542;Las Condes
4;-33.44686623;-70.62589347;Providencia
4;-33.41953105;-70.59989656;Providencia
4;-33.38212223;-70.53591688;Vitacura
4.5;-33.44685133;-70.61463429;Providencia
4.5;-33.43270628;-70.63005166;Providencia
3.5;-33.40198478;-70.58031542;Las Condes
4;-33.44723574;-70.63120388;Providencia
4;-33.41426362;-70.59851464;Las Condes
4;-33.4369485;-70.63755071;Santiago
4.5;-33.41970423;-70.60761963;Providencia
4;-33.44069786;-70.62097133;Providencia
4.5;-33.43744481;-70.66861525;Santiago
4.5;-33.43516;-70.64092;Santiago
4;-33.45081513;-70.65239764;Santiago
4;-33.43219844;-70.63364996;Providencia
3.5;-33.44039259;-70.65227229;Santiago
4.5;-33.39232608;-70.55398925;Las Condes
4;-33.46344011;-70.66379007;Santiago
4;-33.44826149;-70.58036253;Ñuñoa
3.5;-33.38583865;-70.56037254;Vitacura
4.5;-33.43164628;-70.64211593;Recoleta
4;-33.44764278;-70.6109203;Ñuñoa
5;-33.40216859;-70.59763604;Vitacura
4;-33.39862742;-70.59790869;Vitacura
3.5;-33.41707;-70.60738;Providencia
4.5;-33.45741113;-70.60541562;Ñuñoa
4;-33.43791039;-70.66732657;Santiago
4;-33.42243248;-70.61358755;Providencia
4;-33.43324001;-70.65082006;Santiago
4.5;-33.41338284;-70.59379789;Las Condes
4.5;-33.38190903;-70.57974864;Vitacura
4.5;-33.43352751;-70.60535806;Providencia
4;-33.44723574;-70.63120388;Providencia
3;-33.43925904;-70.66477136;Santiago
4;-33.40198478;-70.58031542;Las Condes
3.5;-33.40198478;-70.58031542;Las Condes
4;-33.41426362;-70.59851464;Las Condes
4;-33.44089109;-70.65245599;Santiago
4.5;-33.38960271;-70.57374702;Vitacura
4;-33.39456315;-70.57887622;Vitacura
4;-33.45313539;-70.61762546;Ñuñoa
4;-33.42913629;-70.6438428;Recoleta
4;-33.44804852;-70.6509001;Santiago
4;-33.42618219;-70.60372901;Providencia
5;-33.42907787;-70.61811329;Providencia
4.5;-33.40127051;-70.55999184;Las Condes
3.5;-33.440409;-70.64711272;Santiago
4.5;-33.43707008;-70.60634867;Providencia
3.5;-33.4016;-70.579;Las Condes
4;-33.40198478;-70.58031542;Las Condes
4.5;-33.38190903;-70.57974864;Vitacura
4;-33.43687069;-70.64748149;Santiago
5;-33.44159166;-70.62973671;Providencia
4;-33.42872416;-70.61947292;Providencia
3.5;-33.42292377;-70.59547796;Providencia
4.5;-33.42757616;-70.61869846;Providencia
3.5;-33.40198478;-70.58031542;Las Condes
4;-33.42556913;-70.59212832;Providencia
4;-33.44889775;-70.62427494;Ñuñoa
4.5;-33.41976076;-70.61046337;Providencia
4.5;-33.41745587;-70.61361855;Providencia
5;-33.42864894;-70.62586924;Providencia
4;-33.40112898;-70.59316963;Vitacura
4;-33.43654454;-70.64322211;Santiago
4;-33.43998965;-70.64091834;Santiago
4;-33.38897253;-70.54572948;Las Condes
3.5;-33.43418924;-70.61686998;Providencia
4;-33.43807282;-70.63053817;Providencia
5;-33.44330284;-70.6425646;Santiago
3.5;-33.4033061;-70.58857211;Vitacura
4;-33.42033393;-70.61110619;Providencia
4;-33.44560794;-70.6539902;Santiago
4;-33.43392009;-70.6488864;Santiago
4.5;-33.46393525;-70.58520791;Ñuñoa
4.5;-33.43996424;-70.61917717;Providencia
4;-33.38800358;-70.5667463;Vitacura
4.5;-33.45694408;-70.63607308;Santiago
4;-33.40198478;-70.58031542;Las Condes
4;-33.44764278;-70.6109203;Ñuñoa
4;-33.4222815;-70.60970045;Providencia
4;-33.43243397;-70.60611539;Providencia
4.5;-33.41575268;-70.59426129;Las Condes
3.5;-33.45558208;-70.59417239;Ñuñoa
4.5;-33.4756;-70.64671;Santiago
5;-33.39862742;-70.59790869;Vitacura
4.5;-33.43695156;-70.63788838;Santiago
4;-33.39652137;-70.58164567;Vitacura
4;-33.453783;-70.59333529;Ñuñoa
4.5;-33.41707549;-70.60393921;Las Condes
4.5;-33.43219573;-70.62260318;Providencia
4;-33.39674275;-70.59820429;Vitacura
4.5;-33.38365032;-70.55083896;Vitacura
4.5;-33.47248672;-70.65444281;Santiago
4;-33.42255648;-70.61166612;Providencia
4.5;-33.43034417;-70.62257178;Providencia
4;-33.42627925;-70.57690355;Las Condes
5;-33.433281;-70.635546;Providencia
4;-33.41201321;-70.5776432;Las Condes
4.5;-33.42488598;-70.58547655;Las Condes
5;-33.41976774;-70.60738698;Providencia
4;-33.43075309;-70.60622309;Providencia
3.5;-33.41417356;-70.60015553;Las Condes
4;-33.44103399;-70.64924171;Santiago
4.5;-33.42824013;-70.61879076;Providencia
4.5;-33.42961983;-70.62903095;Providencia
3.5;-33.43209564;-70.62389816;Providencia
4;-33.42361407;-70.61692115;Providencia
4;-33.43588935;-70.59356754;Providencia
4.5;-33.40703281;-70.56296203;Las Condes
3.5;-33.4461003;-70.6693788;Santiago
3.5;-33.41684011;-70.56456141;Las Condes
3.5;-33.39994339;-70.5910408;Vitacura
4.5;-33.45327165;-70.61199652;Ñuñoa
4;-33.44180812;-70.64843081;Santiago
3.5;-33.42997681;-70.61954328;Providencia
4;-33.38658943;-70.63632773;Recoleta
4.5;-33.41230297;-70.5990944;Las Condes
4.5;-33.4394261;-70.61526567;Providencia
4.5;-33.41462242;-70.59639441;Las Condes
4;-33.44875482;-70.61628706;Ñuñoa
5;-33.41882531;-70.60441067;Providencia
4.5;-33.42874881;-70.61937764;Providencia
4.5;-33.42750514;-70.61878043;Providencia
4;-33.43664489;-70.64350604;Santiago
4.5;-33.44456212;-70.67300981;Santiago
3.5;-33.41682006;-70.59559495;Las Condes
4;-33.43224198;-70.63604166;Recoleta
4.5;-33.44406627;-70.66794321;Santiago
4;-33.41901799;-70.59648038;Las Condes
4;-33.45025149;-70.62493094;Ñuñoa
3.5;-33.42169954;-70.61256234;Providencia
4.5;-33.44647704;-70.61671622;Providencia
4.5;-33.47290051;-70.649569;Santiago
4.5;-33.42056586;-70.60967308;Providencia
4.5;-33.45936672;-70.61971701;Ñuñoa
3.5;-33.41640251;-70.60702322;Providencia
4.5;-33.44647957;-70.58054287;Ñuñoa
